,Repositório,Organização,Dockerfile,Linguagens,Data Criação,Data Update,Repo link
0,vorburger/Docker,,"FROM fedora
MAINTAINER Michael Vorburger <vorburger@redhat.com>


# Inspired by
#    https://github.com/fedora-cloud/Fedora-Dockerfiles/blob/master/java-openjdk-8/Dockerfile
#    https://github.com/fedora-cloud/Fedora-Dockerfiles/blob/master/maven/Dockerfile


RUN dnf -y update && dnf clean all
RUN dnf -y install tar gzip git java java-devel && dnf clean all
ENV JAVA_HOME /usr/lib/jvm/java-openjdk


ENV MAVEN_VERSION 3.3.9
RUN curl -sSL http://www-eu.apache.org/dist/maven/maven-3/$MAVEN_VERSION/binaries/apache-maven-$MAVEN_VERSION-bin.tar.gz | tar xzf - -C /usr/share \
&& mv /usr/share/apache-maven-$MAVEN_VERSION /usr/share/maven \
&& ln -s /usr/share/maven/bin/mvn /usr/bin/mvn


# https://wiki.opendaylight.org/view/GettingStarted:Development_Environment_Setup#Edit_your_.7E.2F.m2.2Fsettings.xml
RUN mkdir ~/.m2; curl https://raw.githubusercontent.com/opendaylight/odlparent/master/settings.xml --output ~/.m2/settings.xml


CMD [""bash""]


","Shell
80.8%





Java
19.2%",2015-10-02 23:38:59,2016-05-20 00:52:07,https://github.com/vorburger/Docker
1,vorburger/Docker,,"FROM fedora
MAINTAINER Michael Vorburger <vorburger@redhat.com>


# Inspired by https://github.com/fedora-cloud/Fedora-Dockerfiles/blob/master/java-openjdk-8/Dockerfile


RUN dnf -y update && dnf clean all
RUN dnf -y install procps-ng tar gzip java java-devel && dnf clean all
ENV JAVA_HOME /usr/lib/jvm/java-openjdk




# Inspired by https://github.com/sonatype/docker-nexus/blob/master/oss/Dockerfile


ENV NEXUS_VERSION 2.13.0-01
ENV RUN_AS_USER root
RUN mkdir -p /opt/sonatype/nexus \
  && curl --fail --silent --location --retry 3 \
    https://download.sonatype.com/nexus/oss/nexus-${NEXUS_VERSION}-bundle.tar.gz \
  | gunzip \
  | tar x -C /tmp nexus-${NEXUS_VERSION} \
  && mv /tmp/nexus-${NEXUS_VERSION}/* /opt/sonatype/nexus/ \
  && rm -rf /tmp/nexus-${NEXUS_VERSION}


EXPOSE 8081


CMD /opt/sonatype/nexus/bin/nexus console


","Shell
80.8%





Java
19.2%",2015-10-02 23:38:59,2016-05-20 00:52:07,https://github.com/vorburger/Docker
2,vorburger/Docker,,"FROM vorburger:java8-buildtools
MAINTAINER Michael Vorburger <mike@vorburger.ch>


RUN git clone https://github.com/walterhiggins/ScriptCraft.git \
 && cd ScriptCraft \
 && ant


","Shell
80.8%





Java
19.2%",2015-10-02 23:38:59,2016-05-20 00:52:07,https://github.com/vorburger/Docker
3,vorburger/Docker,,"FROM vorburger:scriptcraft-build
MAINTAINER Michael Vorburger <mike@vorburger.ch>


RUN cd ScriptCraft \
 && cp lib/canarymod*.jar target/canarymod.zip \
 && git checkout . \
 && git fetch origin pull/257/head:pr257_Blockly \
 && git checkout pr257_Blockly \
 && ant


","Shell
80.8%





Java
19.2%",2015-10-02 23:38:59,2016-05-20 00:52:07,https://github.com/vorburger/Docker
4,vorburger/Docker,,"FROM jenkins
# TODO jenkins:alpine ?  
MAINTAINER Michael Vorburger <vorburger@redhat.com>


USER root
ADD http://archive.apache.org/dist/maven/maven-3/3.3.9/binaries/apache-maven-3.3.9-bin.tar.gz /usr/share/
RUN cd /usr/share/ ; tar xvzf apache-maven-3.3.9-bin.tar.gz
RUN rm /usr/share/apache-maven-3.3.9-bin.tar.gz
RUN ln -s /usr/share/apache-maven-3.3.9/bin/mvn /usr/local/bin/mvn
USER jenkins


COPY jobs/yangide/config.xml /usr/share/jenkins/ref/jobs/yangide/config.xml
COPY plugins.txt /usr/share/jenkins/ref/
RUN /usr/local/bin/plugins.sh /usr/share/jenkins/ref/plugins.txt


# broke again ;( due to a weird Jenkins hudson.remoting.RequestAbortedException: java.io.StreamCorruptedException: invalid stream header: 0A0A0A0A
# COPY integrationtest.sh /usr/share/jenkins/integrationtest.sh
# RUN /usr/share/jenkins/integrationtest.sh
","Shell
80.8%





Java
19.2%",2015-10-02 23:38:59,2016-05-20 00:52:07,https://github.com/vorburger/Docker
5,rvaralda/search-go,,"FROM golang:1.5.1
ADD .  /app
WORKDIR /app
RUN go get -d
RUN go build -o es es.go
CMD [""/app/es""]
EXPOSE 9000
","Go
94.2%





HTML
5.8%",2015-10-18 19:35:25,2015-10-18 19:35:41,https://github.com/rvaralda/search-go
6,carbono-io/nogueira-producer,"Organization(name=None, id=13806075)","FROM node:4.1.2
COPY . /nogueira-producer
WORKDIR /nogueira-producer
RUN npm install


EXPOSE 9471


CMD [""/bin/sh"", ""-c"", ""node .""]
","JavaScript
100.0%",2015-11-05 16:48:10,2015-11-05 16:57:01,https://github.com/carbono-io/nogueira-producer
7,sroze/profile,,"FROM php:7-apache


# PHP extension
RUN requirements=""libpq-dev zlib1g-dev libicu-dev git"" \
    && apt-get update && apt-get install -y $requirements && rm -rf /var/lib/apt/lists/* \
    && docker-php-ext-install pdo_pgsql \
    && docker-php-ext-install mbstring \
    && docker-php-ext-install intl \
    && docker-php-ext-install zip \
    && docker-php-ext-install opcache \
    && docker-php-ext-install bcmath \
    && apt-get purge --auto-remove -y


# Apache configuration
RUN a2enmod rewrite
ADD docker/apache-vhost.conf /etc/apache2/sites-enabled/default.conf


# PHP confiugration
ADD docker/php.ini /usr/local/etc/php/php.ini


# Install composer
RUN curl -sS https://getcomposer.org/installer | php \
    && mv composer.phar /usr/bin/composer


# Add the application
ADD . /app
WORKDIR /app


# Remove cache and logs if some and fixes permissions
RUN ((rm -rf var/cache/* && rm -rf var/logs/*) || true) \
    && chown www-data . var/cache var/logs


# Install dependencies
RUN composer install -o


# Set image endpoint
CMD [""/app/docker/run.sh""]
","PHP
74.9%





ApacheConf
15.7%





Shell
5.4%





HTML
4.0%",2015-11-08 16:54:01,2015-11-08 16:54:16,https://github.com/sroze/profile
8,Kapeel/Sailfish,,"# Sailfish 
# VERSION               0.9.2
# 


FROM      ubuntu:14.04.3
MAINTAINER Kapeel Chougule


LABEL Description=""This image is used for running Sailfish RNA seq qauntification tool ""
RUN apt-get update && apt-get install -y build-essential git cmake curl unzip zlib1g-dev wget python libtbb-dev libjemalloc-dev libgoogle-perftools-dev \
pkg-config libbz2-dev
#libhdf5-dev pkg-config liblzma-dev apt-get install libbz2-dev curl unzip
ADD Sailfish_align.pl /usr/bin/
ADD Sailfish_align_with_gz.pl /usr/bi/
RUN [ ""chmod"", ""+x"",  ""/usr/bin/Sailfish_align.pl"" ]
RUN [ ""chmod"", ""+x"",  ""/usr/bin/Sailfish_align_with_gz.pl"" ] \
&& git clone https://github.com/kingsfordgroup/sailfish.git \
&& cd sailfish \
&& mkdir build \
&& cd build \
&& cmake -DFETCH_BOOST=TRUE .. \
&& make \
&& make install \
&& export PATH=$PATH:/root/sailfish/bin \
&& export PATH=$PATH:/root/sailfish/bin \
&& set +o posix


ENTRYPOINT [""sailfish"",""-h""]
","Perl
100.0%",2015-11-06 15:52:39,2016-07-15 18:54:34,https://github.com/Kapeel/Sailfish
9,gbitzes/owncloud-docker,,"FROM owncloud:9.0.1


RUN apt-get update && apt-get install -y \
    vim \
    sudo \
    && rm -rf /var/lib/apt/lists/*


# Fix SSL
RUN sed -i -e 's/\t\t\(.*${APACHE_LOG_DIR}.*\)/\t\t###\1/' /etc/apache2/sites-available/default-ssl.conf
RUN sed -i -e 's!/etc/ssl/certs/ssl-cert-snakeoil.pem!/var/owncloud/ssl/apache.pem!' /etc/apache2/sites-available/default-ssl.conf
RUN sed -i -e 's!/etc/ssl/private/ssl-cert-snakeoil.key!/var/owncloud/ssl/apache.key!' /etc/apache2/sites-available/default-ssl.conf


RUN a2enmod rewrite
RUN a2ensite default-ssl.conf
RUN a2enmod ssl


COPY docker-entrypoint.sh /entrypoint.sh


ENTRYPOINT [""/entrypoint.sh""]
CMD [""apache2-foreground""]
","Shell
100.0%",2015-11-09 19:45:01,2016-04-23 16:04:58,https://github.com/gbitzes/owncloud-docker
10,rgardler/docker-tests,,"FROM php:5.6-apache


COPY ./www /var/www/
","Shell
63.4%





PHP
36.6%",2015-11-07 22:42:37,2015-11-08 00:48:57,https://github.com/rgardler/docker-tests
11,mshige1979/docker_lamp,,"# centos
FROM mshige1979/centos:centos6
MAINTAINER mshige1979


# pacakge install
RUN yum install -y \
  openssh-server \
  httpd \
  supervisor


# mysql
RUN yum install -y http://dev.mysql.com/get/mysql-community-release-el6-5.noarch.rpm
RUN yum install -y mysql-community-*


# php
RUN yum install -y --enablerepo=remi-php56 \
  php \
  php-opcache \
  php-devel \
  php-mbstring \
  php-mcrypt \
  php-mysqlnd \
  php-phpunit-PHPUnit \
  php-pecl-xdebug \
  php-pecl-xhprof


# sshd init
RUN sed -ri 's/^#PermitRootLogin yes/PermitRootLogin yes/' /etc/ssh/sshd_config
RUN echo 'root:root' | chpasswd
RUN ssh-keygen -t rsa -N """" -f /etc/ssh/ssh_host_rsa_key


# php
RUN echo '<?php phpinfo(); ?>' > /var/www/html/info.php


# mysql init
RUN /etc/init.d/mysqld start \
  && mysqladmin -u root password 'password' \
  && (echo 'grant all privileges on *.* to root@""%"" identified by ""password"" with grant option;' | mysql -u root -ppassword) \
  && /etc/init.d/mysqld stop


# supervisord init
RUN echo '' >> /etc/supervisord.conf && \
    echo '[program:httpd]' >> /etc/supervisord.conf && \
    echo 'command=/usr/sbin/httpd -D FOREGROUND' >> /etc/supervisord.conf && \
    echo '' >> /etc/supervisord.conf && \
    echo '[program:sshd]' >> /etc/supervisord.conf && \
    echo 'command=/usr/sbin/sshd -D' >> /etc/supervisord.conf && \
    echo '' >> /etc/supervisord.conf && \
    echo '[program:mysqld]' >> /etc/supervisord.conf && \
    echo 'command=/usr/bin/mysqld_safe' >> /etc/supervisord.conf && \
    echo '' >> /etc/supervisord.conf


# port
EXPOSE 22 80 3306


# run
CMD [""/usr/bin/supervisord"", ""-n""]


",,2015-11-12 11:00:21,2015-11-12 11:00:21,https://github.com/mshige1979/docker_lamp
12,bradleybossard/docker-cfdg,,"FROM ubuntu:15.04


MAINTAINER Bradley Bossard <bradleybossard@gmail.com>


RUN apt-get update


RUN apt-get install -y git \
                       flex \
                       bison \
                       libpng-dev \
                       build-essential


WORKDIR /root


RUN git clone https://github.com/MtnViewJohn/context-free.git


WORKDIR /root/context-free


RUN make


RUN cp ./cfdg /usr/bin/


RUN cfdg -s 500 input/mtree.cfdg mtree.png


",,2015-11-17 00:57:05,2015-11-17 00:57:05,https://github.com/bradleybossard/docker-cfdg
13,antirek/docker-compose,,"FROM antirek/astolua


RUN apt-get install -y lame sox


ADD after_start.sh /after_start.sh


RUN chmod +x /after_start.sh


CMD [""/after_start.sh""]
","Lua
82.8%





Shell
11.5%





JavaScript
5.7%",2015-11-17 03:49:15,2016-01-14 07:49:19,https://github.com/antirek/docker-compose
14,antirek/docker-compose,,"FROM ubuntu:14.04.3


MAINTAINER Sergey Dmitriev <serge.dmitriev@gmail.com>


RUN apt-get install -y mysql-server




ADD after_start.sh /after_start.sh


RUN chmod +x /after_start.sh


CMD [""/after_start.sh""]
","Lua
82.8%





Shell
11.5%





JavaScript
5.7%",2015-11-17 03:49:15,2016-01-14 07:49:19,https://github.com/antirek/docker-compose
15,antirek/docker-compose,,"FROM node:5.0.0-wheezy


RUN cd /tmp && \
	git clone https://github.com/antirek/viola-configurator.git


WORKDIR /tmp/viola-configurator


RUN npm install mongoose


RUN npm install


RUN npm install bower -g


RUN bower install --allow-root


RUN npm install gulp -g


RUN gulp


","Lua
82.8%





Shell
11.5%





JavaScript
5.7%",2015-11-17 03:49:15,2016-01-14 07:49:19,https://github.com/antirek/docker-compose
16,hanxi/ws-gateway,,"FROM centos:centos6
MAINTAINER hanxi <hanxi.info@gmail.com>


RUN yum -y install openssh-server epel-release && \
    yum -y install nodejs npm && \
    yum -y install pwgen && \
    rm -f /etc/ssh/ssh_host_dsa_key /etc/ssh/ssh_host_rsa_key && \
    ssh-keygen -q -N """" -t dsa -f /etc/ssh/ssh_host_dsa_key && \
    ssh-keygen -q -N """" -t rsa -f /etc/ssh/ssh_host_rsa_key && \
    sed -i ""s/#UsePrivilegeSeparation.*/UsePrivilegeSeparation no/g"" /etc/ssh/sshd_config && \
    sed -i ""s/UsePAM.*/UsePAM no/g"" /etc/ssh/sshd_config


ADD set_root_pw.sh /set_root_pw.sh
ADD run.sh /run.sh
RUN chmod +x /*.sh
ADD . /src


WORKDIR /src
RUN npm install


ENV AUTHORIZED_KEYS **None**
ENV WSPORT 8080
ENV HTTPPORT 80


EXPOSE 22
EXPOSE 80
EXPOSE 8080


CMD [""/run.sh""]
","JavaScript
72.3%





HTML
16.2%





Shell
11.5%",2015-12-11 06:34:47,2015-12-11 06:35:17,https://github.com/hanxi/ws-gateway
17,cironunes/a2-ts-hello-world,,"FROM node:latest


RUN npm i -g npm
RUN npm i -g phantomjs


RUN apt-get update && apt-get install -y git


RUN git clone https://github.com/ember-cli/ember-cli.git ~/ember-cli
RUN cd ~/ember-cli && npm i


ENTRYPOINT [""/bin/bash""]
","JavaScript
82.0%





HTML
18.0%",2015-12-11 03:23:53,2015-12-11 12:13:35,https://github.com/cironunes/a2-ts-hello-world
18,mapk0y/docker-nginx-sample-publish,,"FROM nginx:1.9
MAINTAINER mapk0y@gmail.com


COPY rocketchat.conf /etc/nginx/conf.d/
# for docker logs
RUN ln -snvf /dev/stdout /var/log/nginx/proxy.access.log
",,2015-11-27 16:13:59,2015-11-27 16:13:59,https://github.com/mapk0y/docker-nginx-sample-publish
19,santoshaitha/sangolang,,"FROM golang:1.5
EXPOSE 8888
WORKDIR /go/src/app
COPY . /go/src/app
RUN ["".shipped/build""]
CMD .shipped/run
","Go
67.6%





Shell
32.4%",2015-12-11 17:59:54,2015-12-11 19:47:07,https://github.com/santoshaitha/sangolang
20,lojzik/dockerfile-php-cli,,"FROM debian:jessie
RUN apt-get update \ 
    && apt-get install -y \
        php-pear \
        php5-cli \
        php5-common \
        php5-curl \
        php5-gd \
        php5-imap \
        php5-intl \
        php5-ldap \
        php5-mysqlnd \
        php5-pgsql \
        php5-recode \
        php5-sqlite \
        php5-tidy \
        php5-xmlrpc \
        php5-xsl \
    && apt-get -y clean \
    && apt-get -y purge \
    && rm -rf /var/lib/apt/lists/* /tmp/* /var/tmp/*          


#CMD [""/bin/bash""]
",,2015-12-11 16:11:08,2015-12-11 16:11:08,https://github.com/lojzik/dockerfile-php-cli
21,patpatpatpatpat/digestus,,"FROM python:3.5


ENV PYTHONUNBUFFERED 1


# Requirements have to be pulled and installed here, otherwise caching won't work
COPY ./requirements /requirements


RUN pip install -r /requirements/production.txt


RUN groupadd -r django && useradd -r -g django django
COPY . /app
RUN chown -R django /app


COPY ./compose/django/gunicorn.sh /gunicorn.sh
COPY ./compose/django/entrypoint.sh /entrypoint.sh


RUN chmod +x /entrypoint.sh && chown django /entrypoint.sh
RUN chmod +x /gunicorn.sh && chown django /gunicorn.sh


WORKDIR /app


ENTRYPOINT [""/entrypoint.sh""]
","Python
73.3%





HTML
17.8%





Shell
3.8%





JavaScript
2.7%





CSS
1.5%





Nginx
0.9%",2015-11-23 12:59:07,2016-04-12 06:29:37,https://github.com/patpatpatpatpat/digestus
22,patpatpatpatpat/digestus,,"FROM nginx:latest
ADD nginx.conf /etc/nginx/nginx.conf
","Python
73.3%





HTML
17.8%





Shell
3.8%





JavaScript
2.7%





CSS
1.5%





Nginx
0.9%",2015-11-23 12:59:07,2016-04-12 06:29:37,https://github.com/patpatpatpatpat/digestus
23,Burste/sailsDemo,,"FROM miiixr/picklete_env
COPY ./ /nodjsSample
WORKDIR /nodjsSample


RUN /bin/bash -l -c 'npm i'
RUN /bin/bash -l -c 'node_modules/.bin/grunt prod'


ENV PORT ""1337""
ENV NODE_ENV ""production""
ENV DOMAIN_HOST ""localhost:1337""


EXPOSE 1337
CMD /bin/bash -l -c 'npm start'
","JavaScript
61.3%





HTML
38.6%





CSS
0.1%",2015-11-24 09:38:23,2015-11-24 09:47:33,https://github.com/Burste/sailsDemo
24,ViaQ/nulecule-fluentd,"Organization(name=None, id=15320289)","FROM projectatomic/atomicapp:0.1.12
MAINTAINER The ViaQ Community <community@TBA>


LABEL io.projectatomic.nulecule.providers=""docker"" \
      io.projectatomic.nulecule.specversion=""0.0.2""


ADD /Nulecule /Dockerfile /application-entity/
ADD /artifacts /application-entity/artifacts
","Shell
100.0%",2015-11-23 21:28:20,2016-01-27 14:56:59,https://github.com/ViaQ/nulecule-fluentd
25,P-jiao/P-project,,"FROM centos:6
MAINTAINER Takayuki Miwa <i@tkyk.name>


ENV code_root /code
ENV httpd_conf ${code_root}/config/httpd.conf


RUN rpm -ivh http://dl.fedoraproject.org/pub/epel/6/i386/epel-release-6-8.noarch.rpm
RUN rpm -ivh http://rpms.famillecollet.com/enterprise/remi-release-6.rpm
RUN yum install -y httpd
RUN yum install --enablerepo=epel,remi-php56,remi -y \
                              php \
                              php-cli \
                              php-gd \
                              php-mbstring \
                              php-mcrypt \
                              php-mysqlnd \
                              php-pdo \
                              php-xml \
                              php-xdebug \
                              tcpdump
RUN sed -i -e ""s|^;date.timezone =.*$|date.timezone = PRC |"" /etc/php.ini
RUN mv /usr/sbin/tcpdump /usr/local/bin
ADD . $code_root
RUN test -e $httpd_conf && echo ""Include $httpd_conf"" >> /etc/httpd/conf/httpd.conf
EXPOSE 80
CMD [""/usr/sbin/apachectl"", ""-D"", ""FOREGROUND""]


","PHP
98.4%





Other
1.6%",2015-11-24 01:10:43,2015-11-24 08:19:28,https://github.com/P-jiao/P-project
26,jtblin/aws-mock-metadata,,"FROM alpine:3.3
MAINTAINER Jerome Touffe-Blin <jtblin@gmail.com>


RUN apk --update add ca-certificates \
	&& rm -rf /var/cache/apk/*


ADD /bin/aws-mock-metadata-linux /bin/aws-mock-metadata


EXPOSE 45000
ENTRYPOINT [""aws-mock-metadata""]
","Go
64.0%





Shell
18.2%





Makefile
17.8%",2015-11-22 09:42:50,2017-11-05 19:19:24,https://github.com/jtblin/aws-mock-metadata
27,MCHacker/Code-Hub_Ghost,,"FROM node:0.10-slim


RUN groupadd user && useradd --create-home --home-dir /home/user -g user user


RUN set -x \
	&& apt-get update \
	&& apt-get install -y --no-install-recommends curl ca-certificates \
	&& rm -rf /var/lib/apt/lists/*


# grab gosu for easy step-down from root
RUN gpg --keyserver pool.sks-keyservers.net --recv-keys B42F6819007F00F88E364FD4036A9C25BF357DD4
RUN arch=""$(dpkg --print-architecture)"" \
	&& set -x \
	&& curl -o /usr/local/bin/gosu -SL ""https://github.com/tianon/gosu/releases/download/1.2/gosu-$arch"" \
	&& curl -o /usr/local/bin/gosu.asc -SL ""https://github.com/tianon/gosu/releases/download/1.2/gosu-$arch.asc"" \
	&& gpg --verify /usr/local/bin/gosu.asc \
	&& rm /usr/local/bin/gosu.asc \
	&& chmod +x /usr/local/bin/gosu


ENV GHOST_SOURCE /usr/src/ghost
WORKDIR $GHOST_SOURCE


ENV GHOST_VERSION 0.6.0


RUN buildDeps=' \
		gcc \
		make \
		python \
		unzip \
	' \
	&& set -x \
	&& apt-get update && apt-get install -y $buildDeps --no-install-recommends && rm -rf /var/lib/apt/lists/* \
	&& curl -sSL ""https://ghost.org/archives/ghost-${GHOST_VERSION}.zip"" -o ghost.zip \
	&& unzip ghost.zip \
	&& npm install --production \
	&& apt-get purge -y --auto-remove -o APT::AutoRemove::RecommendsImportant=false -o APT::AutoRemove::SuggestsImportant=false $buildDeps \
	&& rm ghost.zip \
	&& npm cache clean \
	&& rm -rf /tmp/npm*


ENV GHOST_CONTENT /var/lib/ghost
RUN mkdir -p ""$GHOST_CONTENT"" && chown -R user:user ""$GHOST_CONTENT"" ""$GHOST_SOURCE""
ADD config.js /var/lib/ghost/
#VOLUME $GHOST_CONTENT


COPY docker-entrypoint.sh /entrypoint.sh
ENTRYPOINT [""/entrypoint.sh""]


EXPOSE 2368
CMD [""npm"", ""start"", ""--production""]
","JavaScript
87.7%





HTML
6.3%





CSS
5.4%





Other
0.6%",2015-12-11 11:52:41,2015-12-11 11:54:41,https://github.com/MCHacker/Code-Hub_Ghost
28,mabahamo/docker-tinytinyrss,,"FROM php:5.6-apache
MAINTAINER Manuel Bahamondez ""manuel@bahamondez.com""
WORKDIR /usr/src
RUN apt-get update && apt-get install -y wget unzip libmcrypt-dev libpq-dev postgresql-client && apt-get clean
RUN docker-php-ext-install pgsql mbstring mcrypt
RUN wget https://tt-rss.org/gitlab/fox/tt-rss/repository/archive.zip?ref=master -O archive.zip; unzip archive.zip; rm -f archive.zip
RUN mv tt-rss.git /var/www/html/ttrss
RUN echo ""Hello World!"" > /var/www/html/index.html
RUN chown -R www-data:www-data /var/www/html/ttrss
",,2015-12-06 22:00:32,2015-12-07 03:05:06,https://github.com/mabahamo/docker-tinytinyrss
29,waylonm/deluge,,"FROM ubuntu:latest
MAINTAINER waylonm <waylon90@gmail.com>


RUN 	apt-get install -qy software-properties-common && \
        add-apt-repository ppa:deluge-team/ppa && \
	apt-get update -q && \
	apt-get install -qy deluged deluge-web


ADD start.sh /start.sh


VOLUME [""/data""]


#Torrent Port
EXPOSE 53160
EXPOSE 53160/udp


#WebUI
EXPOSE 8112


#Daemon
EXPOSE 58846


CMD [""/start.sh""]
","Shell
100.0%",2015-12-06 10:59:15,2015-12-06 11:14:03,https://github.com/waylonm/deluge
0,yamotonalds/hound_test,,"FROM ruby:2.2
ENV HOME /root
WORKDIR $HOME


RUN apt-get update && apt-get install git
RUN git clone https://github.com/thoughtbot/hound.git
WORKDIR $HOME/hound
RUN echo 'gem ""therubyracer""' >> Gemfile && echo 'gem ""foreman""' >> Gemfile
RUN gem install bundler
RUN bundle install --without test development


ENV RAILS_ENV production
ADD .env $HOME/hound/


CMD bundle exec rake db:create && bundle exec rake db:migrate && bundle exec rake assets:precompile && bundle exec foreman start


",,2015-12-06 13:49:54,2015-12-06 13:49:54,https://github.com/yamotonalds/hound_test
1,dmitrinesterenko/ruby_snapshot_docker,,"FROM ubuntu:14.04
MAINTAINER Dmitri Nesterenko <me@dmitri.co>


RUN apt-get update && apt-get -y install \
  gcc \
  make \
  vim \
  wget
WORKDIR /tmp
# Install the GlobalSign Domain Validation certificate
# and use it during the download
COPY GlobalSign_Domain_Validation_CA.pem /etc/ssl/certs/GlobalSign_Domain_Validation_CA.pem
RUN wget --ca-certificate=/etc/ssl/certs/GlobalSign_Domain_Validation_CA.pem https://ftp.ruby-lang.org/pub/ruby/snapshot.tar.gz
RUN tar xvf snapshot.tar.gz
WORKDIR /tmp/snapshot
RUN ./configure
RUN make
RUN make install
RUN rm -rf /tmp/snapshot
RUN rm -rf /tmp/snapshot.tar.gz
ENTRYPOINT [""irb""]
#ENTRYPOINT [""ruby"", ""-v""]
#CMD [""irb""]
","Ruby
65.7%





Shell
34.3%",2015-11-27 05:49:21,2015-11-27 07:36:36,https://github.com/dmitrinesterenko/ruby_snapshot_docker
2,bezelga/counting,,"FROM alpine:latest


RUN apk add --update ruby ruby-bundler\
                    ruby-io-console \
                    && rm -rf /var/cache/apk/*


RUN mkdir /app
WORKDIR /app
ADD . /app


RUN bundle install


EXPOSE 4567
CMD bundle exec rackup -p 4567 --host 0.0.0.0
","Ruby
100.0%",2015-11-26 23:30:38,2015-11-26 23:31:52,https://github.com/bezelga/counting
3,vando/docker-nagios3,,"FROM debian:8.2
MAINTAINER Facundo Bianco < vando [at] van [dot] do >


#ENV NAGIOSUSER nagiosadmin
#ENV NAGIOSPASS admin
ENV TERM xterm


COPY bin/* /usr/local/bin/
RUN find /usr/local/bin -type f -not -executable -exec chmod +x {} \;


RUN export DEBIAN_FRONTEND=noninteractive ; apt-get update && \
    apt-get install -y --no-install-recommends \
    apache2 exim4 monitoring-plugins-basic nagios3 nagios-images


RUN dpkg-statoverride --update --add nagios www-data 2710 /var/lib/nagios3/rw
RUN dpkg-statoverride --update --add nagios nagios 751 /var/lib/nagios3


COPY conf/update-exim4.conf.conf /etc/exim4/update-exim4.conf.conf
COPY conf/passwd.client /etc/exim4/passwd.client


COPY conf/000-nagios3.conf /etc/apache2/sites-available/
RUN rm /etc/apache2/sites-enabled/000-default.conf
RUN ln -sr /etc/apache2/sites-available/000-nagios3.conf /etc/apache2/sites-enabled


RUN htpasswd -bc /etc/nagios3/users.htpasswd ${NAGIOSUSER:-nagiosadmin} ${NAGIOSPASS:-admin}


EXPOSE 80
CMD [""/usr/local/bin/nagios3.run""]
","Shell
100.0%",2015-12-02 13:14:25,2015-12-02 13:19:15,https://github.com/vando/docker-nagios3
4,rewardle/python,"Organization(name=None, id=12688396)","FROM debian:jessie
MAINTAINER Kevin Littlejohn <kevin@littlejohn.id.au>


RUN apt-get -yq update \
  && apt-get -yq install git groff less python python-dev python-pip libyaml-dev jq libmysqlclient-dev curl \
  && pip install awscli MySQL-python boto3 \
  && curl -O -L http://dev.mysql.com/get/Downloads/Connector-Python/mysql-connector-python_2.1.3-1debian8.2_all.deb \
  && dpkg -i mysql-connector-python_2.1.3-1debian8.2_all.deb \
  && rm mysql-connector-python_2.1.3-1debian8.2_all.deb


RUN aws configure set region ap-southeast-2


WORKDIR /app
",,2015-12-02 00:16:59,2016-06-16 14:06:16,https://github.com/rewardle/python
5,alexvaluyskiy/fantlab_bookcases,,"FROM        perl:5.22
MAINTAINER  Alex Valuyskiy olval@ciklum.com


RUN cpanm Mojolicious
RUN cpanm common::sense


RUN cachebuster=cb89cc2 git clone https://github.com/ravengerUA/fantlab_bookcases.git
RUN cd fantlab_bookcases


EXPOSE 3000


WORKDIR fantlab_bookcases
CMD morbo script/fantlab_bookcases -l http://*:3000
","Perl
67.5%





Perl 6
29.9%





HTML
2.2%





Batchfile
0.4%",2015-11-18 17:03:32,2015-11-19 13:20:30,https://github.com/alexvaluyskiy/fantlab_bookcases
6,elend80/docker-debian-nginx-hhvm-wordpress,,"FROM elend80/docker-debian-nginx-hhvm:latest
MAINTAINER ""Youngho Byun (echoes)"" <elend80@gmail.com>


ENV TERM xterm


RUN mkdir /var/www
RUN cp /usr/share/nginx/html/50x.html /var/www/50x.html
RUN rm -rf /usr/share/nginx/html


ADD nginx.conf /etc/nginx/nginx.conf


ADD default.conf /etc/nginx/conf.d/default.conf


RUN adduser www-data www-data


# Wordpress


ADD https://wordpress.org/latest.tar.gz /tmp/latest.tar.gz
RUN cd tmp && tar xvf latest.tar.gz && \
    mv /tmp/wordpress/* /var/www && \
    rm -rf wordpress/* && \
    rm latest.tar.gz && \
    chown -R www-data:www-data /var/www


ADD wp-config-sample.php /var/www/wp-config-sample.php


EXPOSE 80
EXPOSE 443


CMD [""/usr/bin/supervisord""]
","PHP
80.9%





Nginx
19.1%",2015-11-18 08:54:04,2016-01-19 06:06:20,https://github.com/elend80/docker-debian-nginx-hhvm-wordpress
